spec,model,brand,coef,se,p
S2_area_controls,GPT-5.4 Nano,Hilton,0.7582210349698443,0.14109310152178817,7.704912615152719e-08
S2_area_controls,GPT-5.4 Nano,Marriott,0.6315414580379453,0.11642728013650012,5.816821352773533e-08
S2_area_controls,GPT-5.4 Nano,IHG,0.48999162682423486,0.15080006231081586,0.001156975325257291
S2_area_controls,GPT-5.4 Nano,Hyatt,0.6181361351942278,0.15735813648851418,8.557972139102386e-05
S2_area_controls,GPT-5.4 Nano,Wyndham,0.18662104994605475,0.37967329238588216,0.6230511986139821
S2_area_controls,GPT-5.4,Hilton,0.36157614206791305,0.1474757836882252,0.014215699347309194
S2_area_controls,GPT-5.4,Marriott,0.6219016555699188,0.13138253481109194,2.2066087011516243e-06
S2_area_controls,GPT-5.4,IHG,0.13188782553190295,0.15945795416461134,0.40817984525566553
S2_area_controls,GPT-5.4,Hyatt,0.20609106648795233,0.18435609581575396,0.26361112539927645
S2_area_controls,GPT-5.4,Wyndham,1.22503442952125,0.32619772646279144,0.00017299815883499987
S2_area_controls,GPT-5.4 Mini,Hilton,0.26556160517227523,0.12993257844164563,0.04096920093311309
S2_area_controls,GPT-5.4 Mini,Marriott,0.5771866740169598,0.10838484990287593,1.0076183511485547e-07
S2_area_controls,GPT-5.4 Mini,IHG,-0.0012294189388593537,0.133872534159015,0.9926727270214486
S2_area_controls,GPT-5.4 Mini,Hyatt,0.185184793698831,0.14891425645439474,0.21365911983083685
S2_area_controls,GPT-5.4 Mini,Wyndham,1.3427983687214542,0.3038261922126403,9.887151503207526e-06
S2_area_controls,Phi-4 Mini,Hilton,0.16951694940107384,0.1157912264108896,0.1431972662422251
S2_area_controls,Phi-4 Mini,Marriott,0.4522240573511402,0.1001070359562106,6.260200285172646e-06
S2_area_controls,Phi-4 Mini,IHG,0.20989015480525836,0.12937447275963876,0.10472929040677924
S2_area_controls,Phi-4 Mini,Hyatt,0.2053691998056454,0.13868736742533666,0.1386580581217238
S2_area_controls,Phi-4 Mini,Wyndham,-0.23196466225880683,0.32841032409594473,0.4799855953531037
S2_area_controls,GPT-4.1 Mini,Hilton,-0.002576668811435704,0.1304734846725413,0.9842439202036865
S2_area_controls,GPT-4.1 Mini,Marriott,0.24399042445493835,0.11041467206651517,0.027121509529703415
S2_area_controls,GPT-4.1 Mini,IHG,-0.3246669957748387,0.1358125807818178,0.01682308043430755
S2_area_controls,GPT-4.1 Mini,Hyatt,0.16790155823323968,0.153877350434677,0.27521178155389403
S2_area_controls,GPT-4.1 Mini,Wyndham,0.5667384357113704,0.27441733015421266,0.03890002568197217
S2_area_controls,Gemma3 27B,Hilton,0.38949756411117575,0.12906694647279648,0.0025462122466272307
S2_area_controls,Gemma3 27B,Marriott,0.42375513884614036,0.10502117871661722,5.46140729218751e-05
S2_area_controls,Gemma3 27B,IHG,0.33950189754496485,0.13381619354633942,0.011178257786396915
S2_area_controls,Gemma3 27B,Hyatt,0.3125076387086531,0.14828290280029702,0.03507343187010826
S2_area_controls,Gemma3 27B,Wyndham,0.9712838354649576,0.29104631856707536,0.0008462277835247365
S2_area_controls,Phi-4 14B,Hilton,0.31791147086089405,0.1202828955686857,0.008216741283848437
S2_area_controls,Phi-4 14B,Marriott,0.3816223149488816,0.0994529401479442,0.000124437514157051
S2_area_controls,Phi-4 14B,IHG,0.2808907067493407,0.12824758747437728,0.02850812960351348
S2_area_controls,Phi-4 14B,Hyatt,0.18475745818686917,0.13999370116465346,0.1869166607271162
S2_area_controls,Phi-4 14B,Wyndham,-0.011325407320246046,0.2646546570826667,0.9658664218422005
S2_area_controls,Gemma2 9B,Hilton,-0.14752614872675401,0.12851021471508978,0.2509800570623346
S2_area_controls,Gemma2 9B,Marriott,0.003380638824281011,0.11015968275515155,0.9755179378998652
S2_area_controls,Gemma2 9B,IHG,-0.22837959446827355,0.13645995499164246,0.0942089304114245
S2_area_controls,Gemma2 9B,Hyatt,0.08008142623179539,0.16341455416020945,0.6240979812433001
S2_area_controls,Gemma2 9B,Wyndham,-0.15100830190196812,0.26435297746285363,0.5678387437859613
S2_area_controls,Gemma3 12B,Hilton,0.12422043351560762,0.10719305792077877,0.24651825171820274
S2_area_controls,Gemma3 12B,Marriott,0.1667050006889541,0.08878431292516357,0.06043039380182801
S2_area_controls,Gemma3 12B,IHG,0.04216040022598006,0.11336026908075847,0.7099560331352059
S2_area_controls,Gemma3 12B,Hyatt,-0.08569702129565623,0.12532295075625888,0.49409548203762577
S2_area_controls,Gemma3 12B,Wyndham,0.7914086465075792,0.27066350756770297,0.0034561171107434685
S2_area_controls,Phi-3 Medium,Hilton,0.15252395625361362,0.10828729428050893,0.1589795084902007
S2_area_controls,Phi-3 Medium,Marriott,0.2486395277387216,0.09140253823727099,0.006522875026188561
S2_area_controls,Phi-3 Medium,IHG,0.1675512258112947,0.11672397751219661,0.1511594134185856
S2_area_controls,Phi-3 Medium,Hyatt,0.13812719300575374,0.1284938245476871,0.2823875103170054
S2_area_controls,Phi-3 Medium,Wyndham,-0.164104516023977,0.2864445803842661,0.5667114213983941
S2_area_controls,GPT-4.1 Nano,Hilton,0.13836700338121338,0.1147905454616915,0.22805403127775958
S2_area_controls,GPT-4.1 Nano,Marriott,0.1487524900267548,0.09576995452475226,0.12036888598234508
S2_area_controls,GPT-4.1 Nano,IHG,0.11106214989787887,0.12151780647224959,0.36073900810594817
S2_area_controls,GPT-4.1 Nano,Hyatt,0.19222000771467435,0.13586908432766098,0.1571434911155466
S2_area_controls,GPT-4.1 Nano,Wyndham,0.48203094057895796,0.3070921916772767,0.1164937685927785
S2_area_controls,Llama3.2 3B,Hilton,0.21943854618233424,0.09821494854730337,0.025465424771266794
S2_area_controls,Llama3.2 3B,Marriott,0.2788392320714215,0.08320037031649032,0.0008039879877450961
S2_area_controls,Llama3.2 3B,IHG,0.021366532582980508,0.10520538012030148,0.8390619245088682
S2_area_controls,Llama3.2 3B,Hyatt,0.4258930717329076,0.11883207045003007,0.0003383837417351284
S2_area_controls,Llama3.2 3B,Wyndham,0.2596340086609197,0.2531833643136939,0.30513762892310603
S2_area_controls,Gemma3 4B,Hilton,0.1182667200237446,0.09744944590151905,0.2248923820267421
S2_area_controls,Gemma3 4B,Marriott,0.36604348250539176,0.08218188330360522,8.425941799031086e-06
S2_area_controls,Gemma3 4B,IHG,0.10400557507641148,0.10577004226231108,0.3254510065578946
S2_area_controls,Gemma3 4B,Hyatt,-0.06327663735985953,0.11417601495733191,0.5794402410300012
S2_area_controls,Gemma3 4B,Wyndham,-0.07371464026939203,0.24676795913441008,0.7651533384401632
S2_area_controls,Mistral-Nemo 12B,Hilton,0.06367497176151103,0.08694763423301524,0.4639628861226378
S2_area_controls,Mistral-Nemo 12B,Marriott,-0.019536601536015163,0.07424956914073298,0.792457519233669
S2_area_controls,Mistral-Nemo 12B,IHG,0.046916105893830176,0.09559849043576178,0.6235947929601684
S2_area_controls,Mistral-Nemo 12B,Hyatt,0.050346164812369705,0.10509006749786,0.6318843215476817
S2_area_controls,Mistral-Nemo 12B,Wyndham,0.36690998265704217,0.19476732384151482,0.0595869634076506
S3_luxury_tier,Qwen3 8B,Hilton,0.025466666881619453,0.08285793500735068,0.7585744046461124
S3_luxury_tier,Qwen3 8B,Marriott,0.0654300475163037,0.07675346006505998,0.39395309915171584
S3_luxury_tier,Qwen3 8B,IHG,0.01861982212875385,0.09182094716489314,0.8393038372073205
S3_luxury_tier,Qwen3 8B,Hyatt,0.08626729252111609,0.10632333873333377,0.41715470588140224
S3_luxury_tier,Qwen3 8B,Wyndham,0.014377090628431406,0.18440728210184862,0.9378568566279645
S3_luxury_tier,Qwen3 8B,LuxuryTier,0.015353881104683598,0.10735421892623857,0.8862737920701523
S3_luxury_tier,DeepSeek-R1 1.5B,Hilton,-0.006406191742845409,0.0830579000078901,0.9385207413247345
S3_luxury_tier,DeepSeek-R1 1.5B,Marriott,-0.04811232979810935,0.07743036351718635,0.534361092571012
S3_luxury_tier,DeepSeek-R1 1.5B,IHG,-0.07155798125809915,0.09270048941784371,0.4401578529152741
S3_luxury_tier,DeepSeek-R1 1.5B,Hyatt,0.047628937764237246,0.10650558918913046,0.6547331133681227
S3_luxury_tier,DeepSeek-R1 1.5B,Wyndham,0.09521339213146256,0.17913658674690516,0.5950634608390464
S3_luxury_tier,DeepSeek-R1 1.5B,LuxuryTier,0.028544202203061635,0.1069458686130146,0.7895436377251683
S3_luxury_tier,Qwen3 4B,Hilton,0.06890760491197323,0.08927467398851538,0.44019698531221474
S3_luxury_tier,Qwen3 4B,Marriott,-0.004581791244447846,0.08369405263157433,0.9563419958701039
S3_luxury_tier,Qwen3 4B,IHG,-0.11326657387159375,0.09888739467072685,0.2520395121637805
S3_luxury_tier,Qwen3 4B,Hyatt,0.0848957743266096,0.1132347446352444,0.4534157967529836
S3_luxury_tier,Qwen3 4B,Wyndham,0.18836428378417697,0.18933145390332126,0.31978896130331425
S3_luxury_tier,Qwen3 4B,LuxuryTier,0.2702337124996411,0.11454031031358919,0.018309982232871003
S3_luxury_tier,Qwen3 30B-A3B,Hilton,-0.12531362116409497,0.0855901934647693,0.14316337511146723
S3_luxury_tier,Qwen3 30B-A3B,Marriott,-0.058477966525030005,0.07921857559691727,0.46040201911024703
S3_luxury_tier,Qwen3 30B-A3B,IHG,-0.0983118107991105,0.09478179347189282,0.299622332809115
S3_luxury_tier,Qwen3 30B-A3B,Hyatt,-0.1031445600360167,0.1103071105338641,0.34975367325891527
S3_luxury_tier,Qwen3 30B-A3B,Wyndham,-0.11091061209748367,0.1974838383680103,0.5743758522629918
S3_luxury_tier,Qwen3 30B-A3B,LuxuryTier,0.15191670127359,0.11181354878015241,0.17425405487044165
S3_luxury_tier,Phi-2 2.7B,Hilton,0.16627662506615679,0.09209448048572945,0.07099640667807909
S3_luxury_tier,Phi-2 2.7B,Marriott,0.06787264908071049,0.08614224095695777,0.4307472055034657
S3_luxury_tier,Phi-2 2.7B,IHG,-0.033670744852218194,0.10317154127411675,0.7441543392012095
S3_luxury_tier,Phi-2 2.7B,Hyatt,0.008347888053901908,0.11874024470059806,0.943951873859734
S3_luxury_tier,Phi-2 2.7B,Wyndham,0.3678916885702585,0.20634320604352266,0.07460070007191673
S3_luxury_tier,Phi-2 2.7B,LuxuryTier,-0.34806242226477424,0.11915114061595361,0.0034870366031114013
S3_luxury_tier,DeepSeek-R1 7B,Hilton,0.13097202407205333,0.08855259237301183,0.13913204539118307
S3_luxury_tier,DeepSeek-R1 7B,Marriott,0.23056509514458018,0.08268589006797744,0.005296166349336659
S3_luxury_tier,DeepSeek-R1 7B,IHG,0.2462424793987002,0.09821412941409734,0.0121691784207964
S3_luxury_tier,DeepSeek-R1 7B,Hyatt,0.29705758297733886,0.1126480018616974,0.008363232096345758
S3_luxury_tier,DeepSeek-R1 7B,Wyndham,-0.6343581407412895,0.2452693908726025,0.009699189422931243
S3_luxury_tier,DeepSeek-R1 7B,LuxuryTier,-0.06699289462493194,0.11650147470563992,0.5652649031400563
S3_luxury_tier,Phi-3 Mini,Hilton,0.19552148187309684,0.0983991791797875,0.04691979218870701
S3_luxury_tier,Phi-3 Mini,Marriott,0.36371091095223257,0.09210452130045123,7.851339319059129e-05
S3_luxury_tier,Phi-3 Mini,IHG,0.09560745459558832,0.10853925085590282,0.3783957439371368
S3_luxury_tier,Phi-3 Mini,Hyatt,0.1901125297005317,0.12406806941349964,0.12544240348354807
S3_luxury_tier,Phi-3 Mini,Wyndham,0.28872521223536296,0.2471631841907444,0.24274375425508332
S3_luxury_tier,Phi-3 Mini,LuxuryTier,-0.08048860855140189,0.12892053515558732,0.5324126641417963
S3_luxury_tier,Claude Haiku 4.5,Hilton,0.9780910461425597,0.12522418743335956,5.686228014643932e-15
S3_luxury_tier,Claude Haiku 4.5,Marriott,0.8431533664703371,0.1110206043396314,3.08824440279105e-14
S3_luxury_tier,Claude Haiku 4.5,IHG,0.7704723581821231,0.12930865266515415,2.547232669602824e-09
S3_luxury_tier,Claude Haiku 4.5,Hyatt,1.0572349248382318,0.1502361114518454,1.9620341862382497e-12
S3_luxury_tier,Claude Haiku 4.5,Wyndham,0.906952976035493,0.27937117689389795,0.0011687099108710726
S3_luxury_tier,Claude Haiku 4.5,LuxuryTier,-0.7135097957201799,0.15714238481044512,5.611285257553305e-06
S3_luxury_tier,Gemma3 1B,Hilton,0.08806684021731041,0.08185606367936449,0.28198344982607015
S3_luxury_tier,Gemma3 1B,Marriott,0.0539822959270849,0.07631967407994442,0.4793687461513191
S3_luxury_tier,Gemma3 1B,IHG,-0.010567797401655709,0.09137110018325878,0.9079236052415219
S3_luxury_tier,Gemma3 1B,Hyatt,0.017770824646995316,0.10485154576777894,0.8654147167838614
S3_luxury_tier,Gemma3 1B,Wyndham,-0.24639820929424594,0.1875546478287548,0.18893341669751296
S3_luxury_tier,Gemma3 1B,LuxuryTier,0.004877478992712685,0.10596691853433225,0.9632876795567127
S3_luxury_tier,GPT-5.4 Nano,Hilton,0.7602023201182931,0.14158677320985846,7.910334706939531e-08
S3_luxury_tier,GPT-5.4 Nano,Marriott,0.6561917638285317,0.12571402427210118,1.7919570819999855e-07
S3_luxury_tier,GPT-5.4 Nano,IHG,0.5006588899794923,0.15114228742482783,0.0009246598850150209
S3_luxury_tier,GPT-5.4 Nano,Hyatt,0.7354202362522786,0.16972116491368489,1.4701855265242864e-05
S3_luxury_tier,GPT-5.4 Nano,Wyndham,0.3034027672066961,0.3726050369687717,0.4154877345352701
S3_luxury_tier,GPT-5.4 Nano,LuxuryTier,-0.08739447974520785,0.17648387413052757,0.6204602892941777
S3_luxury_tier,GPT-5.4,Hilton,0.6310344825106068,0.14078406551331976,7.384759240517794e-06
S3_luxury_tier,GPT-5.4,Marriott,0.7445182331338928,0.13133957344690209,1.4392601063151394e-08
S3_luxury_tier,GPT-5.4,IHG,0.45677099421321155,0.14663938197431917,0.0018399033616167495
S3_luxury_tier,GPT-5.4,Hyatt,0.7104831250204314,0.18001888470171157,7.92309724632647e-05
S3_luxury_tier,GPT-5.4,Wyndham,2.177938383951724,0.2979132221131832,2.6585925122551514e-13
S3_luxury_tier,GPT-5.4,LuxuryTier,-0.06629714602631721,0.20279581314615078,0.7437316057557648
S3_luxury_tier,GPT-5.4 Mini,Hilton,0.4749381292432785,0.12626912792442196,0.00016902153083170056
S3_luxury_tier,GPT-5.4 Mini,Marriott,0.7055964117333913,0.11224663599919371,3.2548739859177803e-10
S3_luxury_tier,GPT-5.4 Mini,IHG,0.3060642648873126,0.12947984952204847,0.01808865145266965
S3_luxury_tier,GPT-5.4 Mini,Hyatt,0.704939482075038,0.15451269500338724,5.0586589172049145e-06
S3_luxury_tier,GPT-5.4 Mini,Wyndham,1.767290402717041,0.30075948243878325,4.2006481260272125e-09
S3_luxury_tier,GPT-5.4 Mini,LuxuryTier,-0.2851023039128976,0.16184780858681225,0.07814609288186726
S3_luxury_tier,Phi-4 Mini,Hilton,0.14758525627583757,0.11529896533866699,0.20053726432351682
S3_luxury_tier,Phi-4 Mini,Marriott,0.45023188786167123,0.10755518242326718,2.838448449338818e-05
S3_luxury_tier,Phi-4 Mini,IHG,0.21646765951080837,0.12521911135869007,0.0838608254965207
S3_luxury_tier,Phi-4 Mini,Hyatt,0.36014659348472733,0.14643618874859943,0.013916567431002948
S3_luxury_tier,Phi-4 Mini,Wyndham,-0.13122958181434077,0.32184665627388076,0.6834649640977893
S3_luxury_tier,Phi-4 Mini,LuxuryTier,-0.012584208218762011,0.15684532975319335,0.936051757558328
S3_luxury_tier,GPT-4.1 Mini,Hilton,0.1964012735674496,0.12797223077748848,0.12485313644638191
S3_luxury_tier,GPT-4.1 Mini,Marriott,0.36207736669795765,0.11569270437610069,0.0017501626616137744
S3_luxury_tier,GPT-4.1 Mini,IHG,-0.0620814983381506,0.1318008860554738,0.6376229580842359
S3_luxury_tier,GPT-4.1 Mini,Hyatt,0.49938799096534514,0.15776574349747235,0.001548823488837514
S3_luxury_tier,GPT-4.1 Mini,Wyndham,1.0756501431920076,0.26256891749760847,4.191913064189683e-05
S3_luxury_tier,GPT-4.1 Mini,LuxuryTier,-0.0854899741410508,0.1684347907089456,0.6117652311368986
S3_luxury_tier,Gemma3 27B,Hilton,0.5687350565993631,0.12832722200311275,9.340079638762988e-06
S3_luxury_tier,Gemma3 27B,Marriott,0.6093385168965123,0.11171596100145631,4.9150906683122686e-08
S3_luxury_tier,Gemma3 27B,IHG,0.5702599878856626,0.13188501520371282,1.5328230751071015e-05
S3_luxury_tier,Gemma3 27B,Hyatt,0.7474480502000086,0.15480567708043055,1.3770443303765078e-06
S3_luxury_tier,Gemma3 27B,Wyndham,1.2426570979899734,0.28985070455690237,1.8091365109490025e-05
S3_luxury_tier,Gemma3 27B,LuxuryTier,-0.4054403222826194,0.16286929505666986,0.01279732783578134
S3_luxury_tier,Phi-4 14B,Hilton,0.46865643751630914,0.11977261158594923,9.120002877498231e-05
S3_luxury_tier,Phi-4 14B,Marriott,0.5180076785805765,0.10558324943494499,9.28796228725628e-07
S3_luxury_tier,Phi-4 14B,IHG,0.45654304255855205,0.1265209476587,0.00030804566618026233
S3_luxury_tier,Phi-4 14B,Hyatt,0.5192789775792552,0.14645392691199188,0.00039159922307971926
S3_luxury_tier,Phi-4 14B,Wyndham,0.32588265391906424,0.26121984343851373,0.212198931150533
S3_luxury_tier,Phi-4 14B,LuxuryTier,-0.3671727232185299,0.1512358294806841,0.015190059562932937
S3_luxury_tier,Gemma2 9B,Hilton,-0.024830442267941823,0.12536489810128093,0.8429939353855328
S3_luxury_tier,Gemma2 9B,Marriott,0.10968383080196861,0.11593477490204605,0.3441066446825576
S3_luxury_tier,Gemma2 9B,IHG,-0.07961342823890485,0.13322408814421455,0.5501133108665781
S3_luxury_tier,Gemma2 9B,Hyatt,0.28667544194751027,0.16597350266765232,0.08412525210800698
S3_luxury_tier,Gemma2 9B,Wyndham,0.1341359894434507,0.24606260829103194,0.5856644469383614
S3_luxury_tier,Gemma2 9B,LuxuryTier,-0.2816021852764069,0.18376348684233834,0.12541970719692844
S3_luxury_tier,Gemma3 12B,Hilton,0.11592972687797219,0.10699409003686326,0.27857979118673104
S3_luxury_tier,Gemma3 12B,Marriott,0.1784099614399735,0.09526224686282676,0.061091910795633725
S3_luxury_tier,Gemma3 12B,IHG,0.030614864591025692,0.1137877640613084,0.7878894028572307
S3_luxury_tier,Gemma3 12B,Hyatt,-0.01168097688923534,0.13311703617618464,0.9300756355643641
S3_luxury_tier,Gemma3 12B,Wyndham,0.813519453209077,0.2660111666876809,0.0022265944691875123
S3_luxury_tier,Gemma3 12B,LuxuryTier,0.025573243520272633,0.1394860303040433,0.8545319554681715
S3_luxury_tier,Phi-3 Medium,Hilton,0.1844059074920791,0.108102780721357,0.08803811455401293
S3_luxury_tier,Phi-3 Medium,Marriott,0.2843561070060179,0.09874020639222111,0.003978756137439433
S3_luxury_tier,Phi-3 Medium,IHG,0.20211203453302634,0.11693673325612347,0.08391870381139171
S3_luxury_tier,Phi-3 Medium,Hyatt,0.22301227520009007,0.13519227549699592,0.09902614123184013
S3_luxury_tier,Phi-3 Medium,Wyndham,-0.11632624741532263,0.2820880496577331,0.6800640959988915
S3_luxury_tier,Phi-3 Medium,LuxuryTier,-0.09346987962296015,0.13993919816188183,0.5041769490574379
S3_luxury_tier,GPT-4.1 Nano,Hilton,0.16150848407922977,0.11452893211031857,0.158481192519208
S3_luxury_tier,GPT-4.1 Nano,Marriott,0.17930858948115846,0.10313096700786173,0.0820964590695055
S3_luxury_tier,GPT-4.1 Nano,IHG,0.14049736199604196,0.12171191670856726,0.24835936207976816
S3_luxury_tier,GPT-4.1 Nano,Hyatt,0.2830863561334719,0.1435972989131334,0.04867922268119038
S3_luxury_tier,GPT-4.1 Nano,Wyndham,0.5013395239186178,0.30167851059277145,0.09654611754593251
S3_luxury_tier,GPT-4.1 Nano,LuxuryTier,-0.04704588092808766,0.15313778422348934,0.7586814358872297
S3_luxury_tier,Llama3.2 3B,Hilton,0.16164368452569905,0.09786230430043563,0.09858631009610513
S3_luxury_tier,Llama3.2 3B,Marriott,0.25722985963430123,0.08956086864649299,0.00407723822547491
S3_luxury_tier,Llama3.2 3B,IHG,-0.048135128854003006,0.1058507461243264,0.6492924898846265
S3_luxury_tier,Llama3.2 3B,Hyatt,0.3505699885733266,0.12315976986054232,0.0044207572534867845
S3_luxury_tier,Llama3.2 3B,Wyndham,0.06686233073528458,0.24738334459443131,0.7869462177758004
S3_luxury_tier,Llama3.2 3B,LuxuryTier,0.022957857005872436,0.1269930563402713,0.8565399389811816
S3_luxury_tier,Gemma3 4B,Hilton,0.1799433183001749,0.0964894874726562,0.062195316222665505
S3_luxury_tier,Gemma3 4B,Marriott,0.41112870960680026,0.08743083302699049,2.5720818812810537e-06
S3_luxury_tier,Gemma3 4B,IHG,0.1838994478302322,0.10402921071138989,0.07709979619633438
S3_luxury_tier,Gemma3 4B,Hyatt,0.14132896454884725,0.11968513687556613,0.23766639825457359
S3_luxury_tier,Gemma3 4B,Wyndham,0.08549261752756486,0.24360684139386568,0.7256295658851923
S3_luxury_tier,Gemma3 4B,LuxuryTier,-0.11237743038752666,0.12477792203945184,0.3677906602968304
S3_luxury_tier,Mistral-Nemo 12B,Hilton,0.1159039709539301,0.0865067895188821,0.18030220193767332
S3_luxury_tier,Mistral-Nemo 12B,Marriott,0.01600514901830623,0.07998602055090055,0.8414028983619493
S3_luxury_tier,Mistral-Nemo 12B,IHG,0.10307674442519142,0.09590952567245101,0.28249609567903455
S3_luxury_tier,Mistral-Nemo 12B,Hyatt,0.13898946625743921,0.11038512025131535,0.20798256287500905
S3_luxury_tier,Mistral-Nemo 12B,Wyndham,0.4974956761189718,0.18785953906404182,0.008091393347043736
S3_luxury_tier,Mistral-Nemo 12B,LuxuryTier,-0.04129334226127038,0.11238127704578668,0.7132910661678462
