task_id,task_type,group_id,rep,a_hotel_id,a_name,a_stars,a_neighborhood,a_review_score,a_review_count,a_room_type,a_cancellation_free,a_breakfast_included,a_amenities,a_price,b_hotel_id,b_name,b_stars,b_neighborhood,b_review_score,b_review_count,b_room_type,b_cancellation_free,b_breakfast_included,b_amenities,b_price,c_hotel_id,c_name,c_stars,c_neighborhood,c_review_score,c_review_count,c_room_type,c_cancellation_free,c_breakfast_included,c_amenities,c_price
349,binary,88,1,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.2,621,Studio King (1 king bed),1,0,Free WiFi; Fitness center,173,157,Hotel Hugo,4,SoHo,8.1,1319,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Restaurant,352,,,,,,,,,,,
353,binary,89,1,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.1,617,Studio Queen (1 queen bed),0,0,Free WiFi; Fitness center,262,173,"The Lexington Hotel, Autograph Collection",4,Midtown East,8.0,2864,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,386,,,,,,,,,,,
357,binary,90,1,20,SpringHill Suites by Marriott Midtown Manhattan,3,Midtown,8.3,3112,Suite (1 king bed),1,1,Free WiFi; Breakfast; Fitness center,288,50,Ace Hotel Brooklyn,4,"Boerum Hill, Brooklyn",8.4,1099,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Lobby bar,288,,,,,,,,,,,
361,binary,91,1,20,SpringHill Suites by Marriott Midtown Manhattan,3,Midtown,8.0,3255,Suite (1 king bed),1,1,Free WiFi; Breakfast; Fitness center,282,88,Crowne Plaza HY36 Midtown Manhattan,4,Midtown,8.5,2293,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,221,,,,,,,,,,,
365,binary,92,1,20,SpringHill Suites by Marriott Midtown Manhattan,3,Midtown,8.2,3148,Suite (1 king bed),1,1,Free WiFi; Breakfast; Fitness center,288,101,Fairfield Inn & Suites New York Brooklyn,3,Brooklyn,7.7,1204,Double Room (2 double beds),1,0,Free WiFi; Breakfast included; Fitness center,214,,,,,,,,,,,
369,binary,93,1,20,SpringHill Suites by Marriott Midtown Manhattan,3,Midtown,8.0,3487,Suite (2 double beds),0,1,Free WiFi; Breakfast; Fitness center,206,133,HI New York City Hostel,1,Upper West Side,7.2,2946,Dorm Bed (1 bunk bed),0,0,Free WiFi; Shared kitchen; Lounge,74,,,,,,,,,,,
373,binary,94,1,21,Courtyard by Marriott Times Square West,3,Midtown West,8.1,2285,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,212,31,New Yorker by Lotte Hotels,4,Midtown,9.1,14024,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,206,,,,,,,,,,,
377,binary,95,1,21,Courtyard by Marriott Times Square West,3,Midtown West,8.0,2075,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center,161,38,Casablanca Hotel by Library Hotel Collection,4,Theater District,9.2,1380,Classic Queen (1 queen bed),0,1,Free WiFi; Continental breakfast; 24-hour refreshments,434,,,,,,,,,,,
381,binary,96,1,21,Courtyard by Marriott Times Square West,3,Midtown West,8.2,2016,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center,255,156,The Hoxton Williamsburg,4,"Williamsburg, Brooklyn",8.3,941,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Rooftop bar,256,,,,,,,,,,,
385,binary,97,1,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.6,3824,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,185,66,The Plaza,5,Midtown,8.5,4122,Superior King (1 king bed),0,0,Free WiFi; Spa; Restaurant; Fitness center; Palm Court,1456,,,,,,,,,,,
389,binary,98,1,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.6,3423,Double Room (2 double beds),0,0,Free WiFi; Breakfast included; Fitness center,221,91,InterContinental New York Barclay,5,Midtown East,8.6,1584,Premium King (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,448,,,,,,,,,,,
393,binary,99,1,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.4,3414,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,272,105,Residence Inn New York Downtown Manhattan,3,Financial District,8.0,1097,One-Bedroom Suite (1 king bed),1,0,Free WiFi; Breakfast included; Kitchen; Fitness center,256,,,,,,,,,,,
397,binary,100,1,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.6,3265,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,304,131,Freehand New York,3,Flatiron,8.1,1847,Queen Room (1 queen bed),0,1,Free WiFi; Restaurant; Bar; Rooftop,173,,,,,,,,,,,
401,binary,101,1,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.4,3168,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,248,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",7.9,492,King Room (1 king bed),1,0,Free WiFi; Restaurant,139,,,,,,,,,,,
405,binary,102,1,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.2,2558,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Business center,238,53,The Ned NoMad,4,NoMad,8.4,827,Medium Room (1 king bed),0,1,Free WiFi; Restaurant; Rooftop pool; Members club,501,,,,,,,,,,,
409,binary,103,1,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.2,2911,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center; Business center,199,69,Hampton Inn Manhattan/Times Square South,3,Times Square,8.2,3173,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,321,,,,,,,,,,,
413,binary,104,1,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.1,2739,Double Room (2 double beds),1,1,Free WiFi; Restaurant; Fitness center; Business center,241,94,EVEN Hotel New York - Times Square South,3,Midtown,8.4,1288,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; In-room training zone,164,,,,,,,,,,,
417,binary,105,1,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.3,3011,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Business center,227,122,Park Hyatt New York,5,Midtown,9.0,774,Park King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1263,,,,,,,,,,,
421,binary,106,1,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.4,2896,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Business center,285,129,Best Western Plus Hospitality House Suites,3,Midtown East,8.0,1486,Studio Suite (1 queen bed),0,0,Free WiFi; Kitchen; Fitness center,223,,,,,,,,,,,
425,binary,107,1,24,Holiday Inn Manhattan-Chelsea,3,Chelsea,7.8,1914,Standard Double (2 double beds),1,0,Free WiFi; Fitness center,232,37,NobleDEN Hotel,4,Little Italy,9.2,926,Deluxe King (1 king bed),0,1,Free WiFi; Restaurant,282,,,,,,,,,,,
429,binary,108,1,25,Hotel Indigo NYC Financial District,3,Financial District,8.1,1934,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,238,36,Bryant Park Hotel,4,Midtown,8.3,1546,Deluxe Queen (1 queen bed),0,0,Free WiFi; Fitness center,270,,,,,,,,,,,
433,binary,109,1,25,Hotel Indigo NYC Financial District,3,Financial District,7.8,1985,Standard King (1 king bed),0,1,Free WiFi; Restaurant; Fitness center,202,45,Hotel Scherman,4,Midtown,8.6,678,Premium King (1 king bed),0,0,Free WiFi; Continental breakfast; City views,219,,,,,,,,,,,
437,binary,110,1,25,Hotel Indigo NYC Financial District,3,Financial District,8.0,1965,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center,166,69,Hampton Inn Manhattan/Times Square South,3,Times Square,8.3,3429,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,298,,,,,,,,,,,
441,binary,111,1,25,Hotel Indigo NYC Financial District,3,Financial District,7.8,1974,Standard Queen (1 queen bed),0,1,Free WiFi; Restaurant; Fitness center,189,77,Hilton Garden Inn New York/Central Park South,3,Midtown,8.5,1837,King Room (1 king bed),1,1,Free WiFi; Restaurant; Fitness center; Business center,355,,,,,,,,,,,
445,binary,112,1,25,Hotel Indigo NYC Financial District,3,Financial District,7.9,1931,Standard King (1 king bed),0,1,Free WiFi; Restaurant; Fitness center,222,103,Residence Inn New York Manhattan/Times Square,3,Times Square,8.1,1710,One-Bedroom Suite (1 king bed),1,1,Free WiFi; Breakfast included; Kitchen; Fitness center,301,,,,,,,,,,,
449,binary,113,1,25,Hotel Indigo NYC Financial District,3,Financial District,8.1,1972,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,192,174,Moxy NYC Chelsea,3,Chelsea,8.1,1535,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Restaurant,153,,,,,,,,,,,
453,binary,114,1,26,Hyatt House New York/Chelsea,3,Chelsea,8.4,1646,One-Bedroom Suite (1 king bed),1,1,Free WiFi; Kitchen; Fitness center; Breakfast,289,39,Motto by Hilton New York City Chelsea,4,Chelsea,8.7,2117,King Room (1 king bed),1,0,Free WiFi; Fitness center,194,,,,,,,,,,,
457,binary,115,1,26,Hyatt House New York/Chelsea,3,Chelsea,8.3,1670,King Studio (1 king bed),1,1,Free WiFi; Kitchen; Fitness center; Breakfast,230,53,The Ned NoMad,4,NoMad,8.6,905,Cosy Room (1 queen bed),0,1,Free WiFi; Restaurant; Rooftop pool; Members club,329,,,,,,,,,,,
461,binary,116,1,26,Hyatt House New York/Chelsea,3,Chelsea,8.1,1684,King Studio (1 king bed),0,0,Free WiFi; Kitchen; Fitness center; Breakfast,272,72,Hampton Inn Manhattan-Seaport/Financial District,3,Financial District,8.1,1950,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,227,,,,,,,,,,,
465,binary,117,1,26,Hyatt House New York/Chelsea,3,Chelsea,8.3,1797,One-Bedroom Suite (1 king bed),0,1,Free WiFi; Kitchen; Fitness center; Breakfast,196,98,Courtyard by Marriott New York Manhattan/Upper East Side,3,Upper East Side,8.1,1208,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant,332,,,,,,,,,,,
469,binary,118,1,26,Hyatt House New York/Chelsea,3,Chelsea,8.3,1868,King Studio (1 king bed),1,0,Free WiFi; Kitchen; Fitness center; Breakfast,302,141,The Greenwich Hotel,5,TriBeCa,9.4,517,Deluxe King (1 king bed),1,0,Free WiFi; Restaurant; Spa; Pool; Fitness center,1063,,,,,,,,,,,
473,binary,119,1,26,Hyatt House New York/Chelsea,3,Chelsea,8.5,1913,King Studio (1 king bed),1,1,Free WiFi; Kitchen; Fitness center; Breakfast,163,164,Even Hotel Brooklyn,3,Downtown Brooklyn,8.3,750,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center,210,,,,,,,,,,,
477,binary,120,1,26,Hyatt House New York/Chelsea,3,Chelsea,8.5,1888,One-Bedroom Suite (1 king bed),1,1,Free WiFi; Kitchen; Fitness center; Breakfast,180,178,Loews Regency Hotel New York,5,Upper East Side,8.6,1156,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,464,,,,,,,,,,,
481,binary,121,1,27,citizenM New York Bowery,4,Lower East Side,8.5,3227,citizenM King Room (1 king bed),1,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,308,50,Ace Hotel Brooklyn,4,"Boerum Hill, Brooklyn",8.5,1140,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Lobby bar,221,,,,,,,,,,,
485,binary,122,1,27,citizenM New York Bowery,4,Lower East Side,8.6,2828,citizenM King Room (1 king bed),0,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,283,88,Crowne Plaza HY36 Midtown Manhattan,4,Midtown,8.7,2219,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,242,,,,,,,,,,,
489,binary,123,1,27,citizenM New York Bowery,4,Lower East Side,8.5,3235,citizenM King Room (1 king bed),1,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,215,92,Kimpton Hotel Eventi,4,Chelsea,8.8,1882,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Wine hour,242,,,,,,,,,,,
493,binary,124,1,27,citizenM New York Bowery,4,Lower East Side,8.8,2913,citizenM King Room (1 king bed),1,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,266,121,Hyatt Regency Times Square,4,Times Square,7.9,2660,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,260,,,,,,,,,,,
497,binary,125,1,27,citizenM New York Bowery,4,Lower East Side,8.8,3135,citizenM King Room (1 king bed),1,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,285,141,The Greenwich Hotel,5,TriBeCa,9.4,540,King Room (1 king bed),0,0,Free WiFi; Restaurant; Spa; Pool; Fitness center,927,,,,,,,,,,,
501,binary,126,1,27,citizenM New York Bowery,4,Lower East Side,8.9,2951,citizenM King Room (1 king bed),1,1,Free WiFi; Rain shower; Rooftop bar; Smart TV,287,166,Z Hotel New York,3,"Long Island City, Queens",7.9,1413,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar,190,,,,,,,,,,,
505,binary,127,1,28,citizenM New York Times Square,4,Times Square,8.9,3171,citizenM King Room (1 king bed),0,0,Free WiFi; Soundproof rooms; Rain shower; Smart TV,175,44,CIVILIAN Hotel,4,Midtown West,8.7,1463,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar,257,,,,,,,,,,,
509,binary,128,1,28,citizenM New York Times Square,4,Times Square,8.9,3413,citizenM King Room (1 king bed),1,0,Free WiFi; Soundproof rooms; Rain shower; Smart TV,255,60,Crosby Street Hotel,5,SoHo,9.3,1146,Luxury King (1 king bed),0,0,Free WiFi; Restaurant; Private theater; Gym; Terrace,1009,,,,,,,,,,,
513,binary,129,1,28,citizenM New York Times Square,4,Times Square,8.9,3216,citizenM King Room (1 king bed),0,0,Free WiFi; Soundproof rooms; Rain shower; Smart TV,310,62,Four Seasons Hotel New York Downtown,5,TriBeCa,9.1,520,Premier King with City View (1 king bed),1,0,Free WiFi; Spa; Pool; Restaurant; Fitness center,546,,,,,,,,,,,
517,binary,130,1,28,citizenM New York Times Square,4,Times Square,8.7,3473,citizenM King Room (1 king bed),0,0,Free WiFi; Soundproof rooms; Rain shower; Smart TV,198,67,Equinox Hotel New York,5,Hudson Yards,8.5,863,Premium King (1 king bed),1,0,Free WiFi; Rooftop pool; Spa; Fitness center; Restaurant,836,,,,,,,,,,,
521,binary,131,1,28,citizenM New York Times Square,4,Times Square,8.9,3297,citizenM King Room (1 king bed),1,0,Free WiFi; Soundproof rooms; Rain shower; Smart TV,208,110,The Westin New York Grand Central,4,Midtown East,8.1,3491,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Heavenly Bed,418,,,,,,,,,,,
525,binary,132,1,29,Park Central Hotel New York,4,Midtown,7.6,3843,Superior Queen (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,304,38,Casablanca Hotel by Library Hotel Collection,4,Theater District,9.3,1645,Deluxe King (1 king bed),1,1,Free WiFi; Continental breakfast; 24-hour refreshments,339,,,,,,,,,,,
529,binary,133,1,29,Park Central Hotel New York,4,Midtown,7.5,4341,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,334,107,AC Hotel New York Downtown,4,Financial District,8.1,1239,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,235,,,,,,,,,,,
533,binary,134,1,29,Park Central Hotel New York,4,Midtown,7.6,3804,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,223,119,Hyatt Place New York Midtown South,3,Midtown,8.2,1751,Double Room (2 double beds),0,1,Free WiFi; Breakfast; Fitness center,256,,,,,,,,,,,
537,binary,135,1,29,Park Central Hotel New York,4,Midtown,7.7,3887,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,350,129,Best Western Plus Hospitality House Suites,3,Midtown East,7.9,1523,One-Bedroom Suite (1 king bed),0,0,Free WiFi; Kitchen; Fitness center,214,,,,,,,,,,,
541,binary,136,1,29,Park Central Hotel New York,4,Midtown,7.6,4433,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,286,170,Renaissance New York Midtown Hotel,4,Midtown,8.0,2159,King Room (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar,310,,,,,,,,,,,
545,binary,137,1,30,Courtyard by Marriott Manhattan/Central Park,4,Midtown,8.1,2522,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant,307,36,Bryant Park Hotel,4,Midtown,8.5,1441,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center,221,,,,,,,,,,,
549,binary,138,1,30,Courtyard by Marriott Manhattan/Central Park,4,Midtown,8.0,2759,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant,264,53,The Ned NoMad,4,NoMad,8.6,857,Medium Room (1 king bed),0,0,Free WiFi; Restaurant; Rooftop pool; Members club,536,,,,,,,,,,,
553,binary,139,1,30,Courtyard by Marriott Manhattan/Central Park,4,Midtown,8.3,2802,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant,288,73,Hampton Inn Manhattan/Downtown-Financial District,3,Financial District,7.9,1702,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,160,,,,,,,,,,,
557,binary,140,1,31,New Yorker by Lotte Hotels,4,Midtown,9.0,13723,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,301,45,Hotel Scherman,4,Midtown,8.7,571,Deluxe Room (1 queen bed),1,0,Free WiFi; Continental breakfast; City views,338,,,,,,,,,,,
561,binary,141,1,31,New Yorker by Lotte Hotels,4,Midtown,9.1,14347,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,222,89,Crowne Plaza Times Square Manhattan,4,Times Square,7.3,4514,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,231,,,,,,,,,,,
565,binary,142,1,31,New Yorker by Lotte Hotels,4,Midtown,9.0,14682,Double Room (2 double beds),0,1,Free WiFi; Fitness center; Restaurant; Bar,247,100,Fairfield Inn & Suites New York Manhattan/Chelsea,3,Chelsea,7.7,1725,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,273,,,,,,,,,,,
569,binary,143,1,31,New Yorker by Lotte Hotels,4,Midtown,9.1,13535,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,273,108,W New York - Times Square,4,Times Square,7.9,2576,Spectacular King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,374,,,,,,,,,,,
573,binary,144,1,31,New Yorker by Lotte Hotels,4,Midtown,9.0,14095,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,212,125,Wyndham New Yorker Hotel,3,Midtown,7.6,3874,King Room (1 king bed),0,1,Free WiFi; Fitness center,220,,,,,,,,,,,
577,binary,145,1,31,New Yorker by Lotte Hotels,4,Midtown,8.9,13659,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,327,127,Days Inn by Wyndham NYC Midtown 45,2,Midtown,6.5,2409,Queen Room (1 queen bed),1,0,Free WiFi,88,,,,,,,,,,,
581,binary,146,1,31,New Yorker by Lotte Hotels,4,Midtown,9.0,15613,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,400,175,Conrad New York Midtown,5,Midtown,8.3,1633,Deluxe Suite (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,464,,,,,,,,,,,
585,binary,147,1,32,Executive Hotel Le Soleil New York,4,Midtown,8.2,1991,Deluxe Queen (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant,200,42,Virgin Hotels New York City,4,NoMad,8.7,1025,Grand Chamber King (1 king bed),0,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,353,,,,,,,,,,,
589,binary,148,1,32,Executive Hotel Le Soleil New York,4,Midtown,8.4,1792,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant,239,91,InterContinental New York Barclay,5,Midtown East,8.7,1606,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,404,,,,,,,,,,,
593,binary,149,1,32,Executive Hotel Le Soleil New York,4,Midtown,8.2,1800,Deluxe Queen (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant,201,142,The Mercer,5,SoHo,8.9,614,Penthouse Loft (1 king bed),1,0,Free WiFi; Restaurant; Bar,805,,,,,,,,,,,
597,binary,150,1,32,Executive Hotel Le Soleil New York,4,Midtown,8.3,1968,Deluxe Queen (1 queen bed),0,1,Free WiFi; Fitness center; Restaurant,339,164,Even Hotel Brooklyn,3,Downtown Brooklyn,8.3,643,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center,201,,,,,,,,,,,
601,binary,151,1,33,MADE Hotel,4,Midtown,8.7,2191,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar; Allergy-free rooms,278,58,The New York EDITION,5,Midtown,7.8,1285,Deluxe King (1 king bed),1,0,Free WiFi; Spa; Restaurant; Fitness center,573,,,,,,,,,,,
605,binary,152,1,33,MADE Hotel,4,Midtown,8.8,1947,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Allergy-free rooms,357,76,Hilton Garden Inn New York/Manhattan-Chelsea,3,Chelsea,8.0,1675,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center; Business center,184,,,,,,,,,,,
609,binary,153,1,33,MADE Hotel,4,Midtown,8.8,1966,King Room (1 king bed),1,0,Free WiFi; Rooftop bar; Allergy-free rooms,225,96,Courtyard by Marriott New York Manhattan/SoHo,3,SoHo,8.1,1418,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant,296,,,,,,,,,,,
613,binary,154,1,33,MADE Hotel,4,Midtown,8.9,2136,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar; Allergy-free rooms,219,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,7.8,2324,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,262,,,,,,,,,,,
617,binary,155,1,33,MADE Hotel,4,Midtown,8.6,1934,Queen Room (1 queen bed),0,1,Free WiFi; Rooftop bar; Allergy-free rooms,264,145,The Langham New York Fifth Avenue,5,Midtown,9.1,753,Premier King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,706,,,,,,,,,,,
621,binary,156,1,34,Public Hotel,4,Lower East Side,8.1,2162,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Bar,268,70,Hampton Inn Manhattan Grand Central,3,Midtown East,8.3,2581,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,314,,,,,,,,,,,
625,binary,157,1,34,Public Hotel,4,Lower East Side,8.4,2048,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center; Bar,301,74,Hampton Inn Manhattan-SoHo,3,SoHo,8.2,1433,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,208,,,,,,,,,,,
629,binary,158,1,34,Public Hotel,4,Lower East Side,8.1,2184,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Bar,178,162,McCarren Hotel & Pool,4,"Williamsburg, Brooklyn",7.9,830,Queen Room (1 queen bed),0,0,Free WiFi; Pool; Restaurant,203,,,,,,,,,,,
633,binary,159,1,35,LUMA Hotel Times Square,4,Times Square,8.6,2412,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Bar; Fitness center,304,68,Hampton Inn Manhattan-Chelsea,3,Chelsea,8.3,2760,King Room (1 king bed),1,0,Free WiFi; Breakfast included; Fitness center,178,,,,,,,,,,,
637,binary,160,1,35,LUMA Hotel Times Square,4,Times Square,8.4,2190,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center,254,77,Hilton Garden Inn New York/Central Park South,3,Midtown,8.3,1914,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Business center,195,,,,,,,,,,,
641,binary,161,1,35,LUMA Hotel Times Square,4,Times Square,8.4,2334,Double Room (2 double beds),1,1,Free WiFi; Restaurant; Bar; Fitness center,207,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.8,1314,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Pool,173,,,,,,,,,,,
645,binary,162,1,35,LUMA Hotel Times Square,4,Times Square,8.4,2600,Double Room (2 double beds),1,1,Free WiFi; Restaurant; Bar; Fitness center,214,120,Hyatt Place New York/Chelsea,3,Chelsea,8.0,1097,King Room (1 king bed),1,1,Free WiFi; Breakfast; Fitness center,144,,,,,,,,,,,
649,binary,163,1,35,LUMA Hotel Times Square,4,Times Square,8.5,2313,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center,227,155,Walker Hotel Tribeca,4,TriBeCa,8.3,547,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant,375,,,,,,,,,,,
653,binary,164,1,35,LUMA Hotel Times Square,4,Times Square,8.3,2276,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Bar; Fitness center,316,164,Even Hotel Brooklyn,3,Downtown Brooklyn,8.3,687,King Room (1 king bed),0,0,Free WiFi; Fitness center,173,,,,,,,,,,,
657,binary,165,1,36,Bryant Park Hotel,4,Midtown,8.3,1478,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center,269,52,Andaz 5th Avenue,4,Midtown East,8.9,1756,Andaz King (1 king bed),0,0,Free WiFi; Wine hour; Restaurant; Fitness center,410,,,,,,,,,,,
661,binary,166,1,36,Bryant Park Hotel,4,Midtown,8.4,1707,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center,394,60,Crosby Street Hotel,5,SoHo,9.4,1069,Luxury King (1 king bed),1,1,Free WiFi; Restaurant; Private theater; Gym; Terrace,750,,,,,,,,,,,
665,binary,167,1,36,Bryant Park Hotel,4,Midtown,8.4,1745,Deluxe Queen (1 queen bed),1,0,Free WiFi; Fitness center,296,68,Hampton Inn Manhattan-Chelsea,3,Chelsea,8.1,2807,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,219,,,,,,,,,,,
669,binary,168,1,36,Bryant Park Hotel,4,Midtown,8.3,1513,Deluxe Queen (1 queen bed),0,0,Free WiFi; Fitness center,448,74,Hampton Inn Manhattan-SoHo,3,SoHo,8.4,1404,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,322,,,,,,,,,,,
673,binary,169,1,36,Bryant Park Hotel,4,Midtown,8.4,1647,Deluxe Queen (1 queen bed),0,0,Free WiFi; Fitness center,362,78,Hilton Garden Inn New York/Times Square,3,Times Square,8.1,2392,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Business center,277,,,,,,,,,,,
677,binary,170,1,36,Bryant Park Hotel,4,Midtown,8.5,1445,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center,302,79,DoubleTree by Hilton New York Times Square West,4,Times Square,7.7,3340,King Room (1 king bed),0,1,Free WiFi; Restaurant; Fitness center,267,,,,,,,,,,,
681,binary,171,1,36,Bryant Park Hotel,4,Midtown,8.2,1617,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center,220,101,Fairfield Inn & Suites New York Brooklyn,3,Brooklyn,7.8,1215,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,128,,,,,,,,,,,
685,binary,172,1,36,Bryant Park Hotel,4,Midtown,8.2,1678,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center,390,151,The St. Regis New York,5,Midtown,9.1,996,Grand Deluxe King (1 king bed),1,0,Free WiFi; Butler service; Restaurant; Bar; Fitness center,1054,,,,,,,,,,,
