task_id,task_type,group_id,rep,a_hotel_id,a_name,a_stars,a_neighborhood,a_review_score,a_review_count,a_room_type,a_cancellation_free,a_breakfast_included,a_amenities,a_price,b_hotel_id,b_name,b_stars,b_neighborhood,b_review_score,b_review_count,b_room_type,b_cancellation_free,b_breakfast_included,b_amenities,b_price,c_hotel_id,c_name,c_stars,c_neighborhood,c_review_score,c_review_count,c_room_type,c_cancellation_free,c_breakfast_included,c_amenities,c_price
1333,binary,334,1,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,8.0,1826,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,320,122,Park Hyatt New York,5,Midtown,9.1,825,Park King (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1148,,,,,,,,,,,
1334,binary,334,2,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,8.0,1844,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,342,122,Park Hyatt New York,5,Midtown,9.3,806,Park King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,962,,,,,,,,,,,
1335,binary,334,3,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,8.1,1921,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,265,122,Park Hyatt New York,5,Midtown,9.0,771,Park Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,685,,,,,,,,,,,
1336,binary,334,4,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,8.0,1911,Double Room (2 double beds),0,1,Free WiFi; Restaurant; Fitness center,183,122,Park Hyatt New York,5,Midtown,9.1,723,Park Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1161,,,,,,,,,,,
1337,binary,335,1,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,7.9,1984,King Room (1 king bed),1,1,Free WiFi; Restaurant; Fitness center,200,124,"The Beekman, A Thompson Hotel",5,Financial District,8.7,1535,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,504,,,,,,,,,,,
1338,binary,335,2,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,8.0,1945,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,316,124,"The Beekman, A Thompson Hotel",5,Financial District,8.9,1409,Turret Suite (1 king bed),0,1,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,555,,,,,,,,,,,
1339,binary,335,3,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,8.1,1973,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center,265,124,"The Beekman, A Thompson Hotel",5,Financial District,8.8,1486,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,403,,,,,,,,,,,
1340,binary,335,4,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,7.7,1824,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center,323,124,"The Beekman, A Thompson Hotel",5,Financial District,8.6,1539,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,557,,,,,,,,,,,
1341,binary,336,1,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,7.8,1837,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center,185,137,The Marlton Hotel,4,Greenwich Village,8.7,869,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar,205,,,,,,,,,,,
1342,binary,336,2,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,7.7,1730,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center,271,137,The Marlton Hotel,4,Greenwich Village,8.4,901,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar,364,,,,,,,,,,,
1343,binary,336,3,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,7.8,1910,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center,295,137,The Marlton Hotel,4,Greenwich Village,8.4,985,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar,257,,,,,,,,,,,
1344,binary,336,4,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,7.8,1950,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center,345,137,The Marlton Hotel,4,Greenwich Village,8.4,907,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar,291,,,,,,,,,,,
1345,binary,337,1,85,Holiday Inn New York City - Wall Street,3,Financial District,7.6,2046,King Room (1 king bed),0,1,Free WiFi; Fitness center,151,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,7.9,2220,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,152,,,,,,,,,,,
1346,binary,337,2,85,Holiday Inn New York City - Wall Street,3,Financial District,7.7,1878,King Room (1 king bed),0,0,Free WiFi; Fitness center,141,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,7.9,2257,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,237,,,,,,,,,,,
1347,binary,337,3,85,Holiday Inn New York City - Wall Street,3,Financial District,7.6,1965,Double Room (2 double beds),0,0,Free WiFi; Fitness center,228,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,7.9,2232,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,232,,,,,,,,,,,
1348,binary,337,4,85,Holiday Inn New York City - Wall Street,3,Financial District,7.6,1914,King Room (1 king bed),0,0,Free WiFi; Fitness center,207,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,8.0,2186,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,177,,,,,,,,,,,
1349,binary,338,1,85,Holiday Inn New York City - Wall Street,3,Financial District,7.9,2074,King Room (1 king bed),0,0,Free WiFi; Fitness center,136,112,Sheraton New York Times Square Hotel,4,Times Square,7.6,5397,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,209,,,,,,,,,,,
1350,binary,338,2,85,Holiday Inn New York City - Wall Street,3,Financial District,7.7,1910,King Room (1 king bed),0,0,Free WiFi; Fitness center,212,112,Sheraton New York Times Square Hotel,4,Times Square,7.6,5656,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,195,,,,,,,,,,,
1351,binary,338,3,85,Holiday Inn New York City - Wall Street,3,Financial District,7.9,2101,King Room (1 king bed),0,0,Free WiFi; Fitness center,189,112,Sheraton New York Times Square Hotel,4,Times Square,7.5,5466,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,261,,,,,,,,,,,
1352,binary,338,4,85,Holiday Inn New York City - Wall Street,3,Financial District,7.8,1902,King Room (1 king bed),1,0,Free WiFi; Fitness center,187,112,Sheraton New York Times Square Hotel,4,Times Square,7.5,5307,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,256,,,,,,,,,,,
1353,binary,339,1,85,Holiday Inn New York City - Wall Street,3,Financial District,7.9,2152,King Room (1 king bed),1,0,Free WiFi; Fitness center,243,121,Hyatt Regency Times Square,4,Times Square,7.8,2823,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,374,,,,,,,,,,,
1354,binary,339,2,85,Holiday Inn New York City - Wall Street,3,Financial District,7.7,1919,King Room (1 king bed),1,0,Free WiFi; Fitness center,168,121,Hyatt Regency Times Square,4,Times Square,8.1,2725,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,287,,,,,,,,,,,
1355,binary,339,3,85,Holiday Inn New York City - Wall Street,3,Financial District,7.8,1980,King Room (1 king bed),0,0,Free WiFi; Fitness center,236,121,Hyatt Regency Times Square,4,Times Square,7.7,2528,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,345,,,,,,,,,,,
1356,binary,339,4,85,Holiday Inn New York City - Wall Street,3,Financial District,7.9,2041,Double Room (2 double beds),0,1,Free WiFi; Fitness center,213,121,Hyatt Regency Times Square,4,Times Square,7.9,2485,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,400,,,,,,,,,,,
1357,binary,340,1,85,Holiday Inn New York City - Wall Street,3,Financial District,7.6,1952,King Room (1 king bed),0,0,Free WiFi; Fitness center,158,150,The Peninsula New York,5,Midtown,9.2,816,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1381,,,,,,,,,,,
1358,binary,340,2,85,Holiday Inn New York City - Wall Street,3,Financial District,7.6,1991,King Room (1 king bed),0,1,Free WiFi; Fitness center,177,150,The Peninsula New York,5,Midtown,9.3,946,Superior King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,997,,,,,,,,,,,
1359,binary,340,3,85,Holiday Inn New York City - Wall Street,3,Financial District,7.6,2068,Double Room (2 double beds),0,0,Free WiFi; Fitness center,125,150,The Peninsula New York,5,Midtown,9.4,923,Superior King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1527,,,,,,,,,,,
1360,binary,340,4,85,Holiday Inn New York City - Wall Street,3,Financial District,7.7,1898,King Room (1 king bed),1,1,Free WiFi; Fitness center,142,150,The Peninsula New York,5,Midtown,9.4,836,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1222,,,,,,,,,,,
1361,binary,341,1,85,Holiday Inn New York City - Wall Street,3,Financial District,7.8,2071,King Room (1 king bed),0,0,Free WiFi; Fitness center,217,160,The Rockaway Hotel & Spa,4,"Rockaway Beach, Queens",8.3,475,Queen Room (1 queen bed),1,0,Free WiFi; Pool; Spa; Restaurant,344,,,,,,,,,,,
1362,binary,341,2,85,Holiday Inn New York City - Wall Street,3,Financial District,7.7,1996,Double Room (2 double beds),1,0,Free WiFi; Fitness center,230,160,The Rockaway Hotel & Spa,4,"Rockaway Beach, Queens",8.3,548,Queen Room (1 queen bed),0,0,Free WiFi; Pool; Spa; Restaurant,245,,,,,,,,,,,
1363,binary,341,3,85,Holiday Inn New York City - Wall Street,3,Financial District,7.5,2089,Double Room (2 double beds),1,1,Free WiFi; Fitness center,249,160,The Rockaway Hotel & Spa,4,"Rockaway Beach, Queens",8.2,523,Queen Room (1 queen bed),0,0,Free WiFi; Pool; Spa; Restaurant,331,,,,,,,,,,,
1364,binary,341,4,85,Holiday Inn New York City - Wall Street,3,Financial District,7.7,2182,King Room (1 king bed),0,0,Free WiFi; Fitness center,150,160,The Rockaway Hotel & Spa,4,"Rockaway Beach, Queens",8.3,463,Queen Room (1 queen bed),1,0,Free WiFi; Pool; Spa; Restaurant,251,,,,,,,,,,,
1365,binary,342,1,85,Holiday Inn New York City - Wall Street,3,Financial District,7.7,2019,Double Room (2 double beds),0,0,Free WiFi; Fitness center,223,176,Conrad New York Downtown,5,Financial District,8.7,1854,King Suite (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,342,,,,,,,,,,,
1366,binary,342,2,85,Holiday Inn New York City - Wall Street,3,Financial District,7.5,2109,King Room (1 king bed),1,0,Free WiFi; Fitness center,180,176,Conrad New York Downtown,5,Financial District,8.6,1917,Deluxe Suite (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,567,,,,,,,,,,,
1367,binary,342,3,85,Holiday Inn New York City - Wall Street,3,Financial District,7.8,2068,King Room (1 king bed),0,1,Free WiFi; Fitness center,171,176,Conrad New York Downtown,5,Financial District,8.7,2151,King Suite (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,534,,,,,,,,,,,
1368,binary,342,4,85,Holiday Inn New York City - Wall Street,3,Financial District,7.5,2128,Double Room (2 double beds),1,0,Free WiFi; Fitness center,167,176,Conrad New York Downtown,5,Financial District,8.7,2180,King Suite (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,344,,,,,,,,,,,
1369,binary,343,1,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,7.9,2156,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,223,91,InterContinental New York Barclay,5,Midtown East,8.8,1454,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,424,,,,,,,,,,,
1370,binary,343,2,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,7.9,2045,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,191,91,InterContinental New York Barclay,5,Midtown East,8.5,1666,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,523,,,,,,,,,,,
1371,binary,343,3,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,8.1,2399,Double Room (2 double beds),1,0,Free WiFi; Breakfast included; Fitness center,147,91,InterContinental New York Barclay,5,Midtown East,8.9,1575,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,361,,,,,,,,,,,
1372,binary,343,4,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,8.2,2305,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,197,91,InterContinental New York Barclay,5,Midtown East,8.7,1588,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,429,,,,,,,,,,,
1373,binary,344,1,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,7.8,2387,Double Room (2 double beds),0,0,Free WiFi; Breakfast included; Fitness center,190,105,Residence Inn New York Downtown Manhattan,3,Financial District,8.0,1149,One-Bedroom Suite (1 king bed),1,1,Free WiFi; Breakfast included; Kitchen; Fitness center,319,,,,,,,,,,,
1374,binary,344,2,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,8.2,2158,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,165,105,Residence Inn New York Downtown Manhattan,3,Financial District,7.9,1167,Studio Suite (1 king bed),1,1,Free WiFi; Breakfast included; Kitchen; Fitness center,176,,,,,,,,,,,
1375,binary,344,3,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,8.2,2255,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,207,105,Residence Inn New York Downtown Manhattan,3,Financial District,8.0,1152,One-Bedroom Suite (1 king bed),0,0,Free WiFi; Breakfast included; Kitchen; Fitness center,221,,,,,,,,,,,
1376,binary,344,4,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,7.9,2287,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,160,105,Residence Inn New York Downtown Manhattan,3,Financial District,8.0,1073,Studio Suite (1 king bed),1,1,Free WiFi; Breakfast included; Kitchen; Fitness center,230,,,,,,,,,,,
1377,binary,345,1,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,7.9,2051,King Room (1 king bed),0,0,Free WiFi; Breakfast included; Fitness center,154,108,W New York - Times Square,4,Times Square,7.8,2592,Spectacular King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,287,,,,,,,,,,,
1378,binary,345,2,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,8.1,2402,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,263,108,W New York - Times Square,4,Times Square,7.8,2666,Spectacular King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,341,,,,,,,,,,,
1379,binary,345,3,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,7.8,2261,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,157,108,W New York - Times Square,4,Times Square,7.8,2731,Spectacular King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,358,,,,,,,,,,,
1380,binary,345,4,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,8.1,2088,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,221,108,W New York - Times Square,4,Times Square,7.6,2843,Spectacular King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,321,,,,,,,,,,,
1381,binary,346,1,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,8.0,2163,Double Room (2 double beds),1,0,Free WiFi; Breakfast included; Fitness center,224,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",8.0,501,King Room (1 king bed),0,0,Free WiFi; Restaurant,166,,,,,,,,,,,
1382,binary,346,2,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,8.2,2275,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,223,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",7.9,495,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant,141,,,,,,,,,,,
1383,binary,346,3,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,8.0,2271,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,136,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",7.9,490,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant,127,,,,,,,,,,,
1384,binary,346,4,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,7.9,2021,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,162,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",8.0,471,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant,156,,,,,,,,,,,
1385,binary,347,1,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,7.8,2215,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,186,172,New York Marriott Downtown,4,Financial District,7.9,3358,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant,300,,,,,,,,,,,
1386,binary,347,2,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,7.9,1981,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,145,172,New York Marriott Downtown,4,Financial District,8.0,3496,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,276,,,,,,,,,,,
1387,binary,347,3,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,8.0,2368,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,173,172,New York Marriott Downtown,4,Financial District,8.2,3124,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,326,,,,,,,,,,,
1388,binary,347,4,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,7.9,2415,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,265,172,New York Marriott Downtown,4,Financial District,8.2,2880,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant,240,,,,,,,,,,,
1389,binary,348,1,87,Holiday Inn Express Manhattan Times Square,3,Times Square,7.9,2605,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,283,106,AC Hotel New York Times Square,4,Times Square,8.2,2036,King Room (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar,195,,,,,,,,,,,
1390,binary,348,2,87,Holiday Inn Express Manhattan Times Square,3,Times Square,7.8,2477,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,178,106,AC Hotel New York Times Square,4,Times Square,8.5,2064,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,345,,,,,,,,,,,
1391,binary,348,3,87,Holiday Inn Express Manhattan Times Square,3,Times Square,8.1,2760,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,249,106,AC Hotel New York Times Square,4,Times Square,8.1,2019,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,366,,,,,,,,,,,
1392,binary,348,4,87,Holiday Inn Express Manhattan Times Square,3,Times Square,7.8,2674,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,243,106,AC Hotel New York Times Square,4,Times Square,8.4,2116,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,249,,,,,,,,,,,
1393,binary,349,1,88,Crowne Plaza HY36 Midtown Manhattan,4,Midtown,8.6,2362,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,296,117,Hyatt Centric Times Square New York,4,Times Square,8.4,2232,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,250,,,,,,,,,,,
1394,binary,349,2,88,Crowne Plaza HY36 Midtown Manhattan,4,Midtown,8.5,2373,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,370,117,Hyatt Centric Times Square New York,4,Times Square,8.4,2093,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,223,,,,,,,,,,,
1395,binary,349,3,88,Crowne Plaza HY36 Midtown Manhattan,4,Midtown,8.7,2247,King Room (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar,367,117,Hyatt Centric Times Square New York,4,Times Square,8.3,2344,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,337,,,,,,,,,,,
1396,binary,349,4,88,Crowne Plaza HY36 Midtown Manhattan,4,Midtown,8.4,2013,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,207,117,Hyatt Centric Times Square New York,4,Times Square,8.5,2185,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,365,,,,,,,,,,,
1397,binary,350,1,89,Crowne Plaza Times Square Manhattan,4,Times Square,7.5,4302,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,181,91,InterContinental New York Barclay,5,Midtown East,8.6,1576,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,400,,,,,,,,,,,
1398,binary,350,2,89,Crowne Plaza Times Square Manhattan,4,Times Square,7.4,4716,Double Room (2 double beds),0,1,Free WiFi; Fitness center; Restaurant; Bar,282,91,InterContinental New York Barclay,5,Midtown East,8.6,1589,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,503,,,,,,,,,,,
1399,binary,350,3,89,Crowne Plaza Times Square Manhattan,4,Times Square,7.5,4139,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,212,91,InterContinental New York Barclay,5,Midtown East,8.9,1694,Deluxe King (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,699,,,,,,,,,,,
1400,binary,350,4,89,Crowne Plaza Times Square Manhattan,4,Times Square,7.3,4903,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,256,91,InterContinental New York Barclay,5,Midtown East,8.9,1455,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,377,,,,,,,,,,,
1401,binary,351,1,89,Crowne Plaza Times Square Manhattan,4,Times Square,7.3,4498,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,188,153,The Renwick Hotel,4,Midtown East,8.5,814,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Bar,338,,,,,,,,,,,
1402,binary,351,2,89,Crowne Plaza Times Square Manhattan,4,Times Square,7.4,4140,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,327,153,The Renwick Hotel,4,Midtown East,8.1,849,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Bar,238,,,,,,,,,,,
1403,binary,351,3,89,Crowne Plaza Times Square Manhattan,4,Times Square,7.3,4832,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,324,153,The Renwick Hotel,4,Midtown East,8.1,840,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Bar,263,,,,,,,,,,,
1404,binary,351,4,89,Crowne Plaza Times Square Manhattan,4,Times Square,7.6,4308,Double Room (2 double beds),1,1,Free WiFi; Fitness center; Restaurant; Bar,292,153,The Renwick Hotel,4,Midtown East,8.2,925,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar,376,,,,,,,,,,,
1405,binary,352,1,90,InterContinental New York Times Square,5,Times Square,8.3,2663,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,400,91,InterContinental New York Barclay,5,Midtown East,8.6,1548,Premium King (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,483,,,,,,,,,,,
1406,binary,352,2,90,InterContinental New York Times Square,5,Times Square,8.4,2815,Premium King (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,421,91,InterContinental New York Barclay,5,Midtown East,8.5,1611,Deluxe King (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,422,,,,,,,,,,,
1407,binary,352,3,90,InterContinental New York Times Square,5,Times Square,8.3,2913,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,413,91,InterContinental New York Barclay,5,Midtown East,8.8,1615,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,695,,,,,,,,,,,
1408,binary,352,4,90,InterContinental New York Times Square,5,Times Square,8.2,3010,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,463,91,InterContinental New York Barclay,5,Midtown East,8.6,1713,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,521,,,,,,,,,,,
1409,binary,353,1,90,InterContinental New York Times Square,5,Times Square,8.5,2703,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,318,119,Hyatt Place New York Midtown South,3,Midtown,7.9,1514,Double Room (2 double beds),1,0,Free WiFi; Breakfast; Fitness center,232,,,,,,,,,,,
1410,binary,353,2,90,InterContinental New York Times Square,5,Times Square,8.6,2631,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,554,119,Hyatt Place New York Midtown South,3,Midtown,8.0,1688,King Room (1 king bed),1,0,Free WiFi; Breakfast; Fitness center,164,,,,,,,,,,,
1411,binary,353,3,90,InterContinental New York Times Square,5,Times Square,8.4,2685,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,511,119,Hyatt Place New York Midtown South,3,Midtown,8.0,1533,Double Room (2 double beds),0,1,Free WiFi; Breakfast; Fitness center,206,,,,,,,,,,,
1412,binary,353,4,90,InterContinental New York Times Square,5,Times Square,8.4,2528,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,489,119,Hyatt Place New York Midtown South,3,Midtown,8.1,1694,King Room (1 king bed),0,1,Free WiFi; Breakfast; Fitness center,284,,,,,,,,,,,
1413,binary,354,1,90,InterContinental New York Times Square,5,Times Square,8.5,2964,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,452,136,The Bowery Hotel,4,East Village,8.6,850,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fireplace lounge,449,,,,,,,,,,,
1414,binary,354,2,90,InterContinental New York Times Square,5,Times Square,8.4,3047,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,560,136,The Bowery Hotel,4,East Village,8.6,850,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fireplace lounge,340,,,,,,,,,,,
1415,binary,354,3,90,InterContinental New York Times Square,5,Times Square,8.2,2710,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,350,136,The Bowery Hotel,4,East Village,8.8,884,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar; Fireplace lounge,392,,,,,,,,,,,
1416,binary,354,4,90,InterContinental New York Times Square,5,Times Square,8.3,2713,Premium King (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,502,136,The Bowery Hotel,4,East Village,8.6,879,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar; Fireplace lounge,359,,,,,,,,,,,
